text,target
នគរបាលបានបន្តនីតិវិធីតាមច្បាប់,Neutral
ការបាញ់ប្រហារបានកំទេចផ្ទះប្រជាពលរដ្ឋស្លូតត្រង់,Negative
ស្ពៃលក់បាន២០០០រៀលក្នុង១គីឡូ,Neutral
រឿងនឹងវគ្គ1មើលស្តាយលុយណាស់ ចឹងអត់មើលទៀតទេ4/10,Negative
លោក​និយាយ​ថាមិន​មាន​ប្រតិបត្តិការ​យោធា​ថ្មី,Neutral
ថ្លៃជួលដឹកជញ្ជូនបង្កបញ្ហា,Negative
ហ្វីលីពីនចាញ់​វគ្គ​ផ្តាច់​ព្រ័ត្រ៣ នាក់,Negative
ក្រុម AOT ដឹកនាំដោយម៉ាឡេស៊ី,Neutral
ម៉ាស៊ីនបោកខោអាវនេះសំអាតស្អាត មិនខូចខាតសម្លៀកបំពាក់,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
ម៉ោងអនុវត្តបទឈប់បាញ់គឺ២២:០០,Neutral
ការកសិកម្មជួយពង្រឹងជីវភាពជនបទ,Positive
មុខរបរចិញ្ចឹមគោមានតាំងពីដូនតា,Neutral
ការបង្ក្រាបធ្វើឡើងក្រោមការដឹកនាំផ្ទាល់,Neutral
ពីមុនក្រូចអូរខ្ជាយមិនទាន់ល្បី,Neutral
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive
ការវឹកស្ករត្នោតមានពីរប្រភេទ,Neutral
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive
ដីអាចខ្សោះជីជាតិប៉ះពាល់ដល់ក្រូច,Negative
ម៉ាស៊ីនកិនកាហ្វេនេះមានសំលេងរំខាន ប្រើការមិនបានយូរ,Negative
ចេកជាផ្លែឈើពេញនិយម,Positive
លោកធឿនប៊ុនធីមចិញ្ចឹមគោជិត២០ឆ្នាំ,Neutral
មានអំបិលនិងម្រេចកំពត,Neutral
ចិនមានឆន្ទៈបង្កើតវេទិកាសម្រាប់ការសន្ទនា,Positive
ម៉ាស៊ីនត្រជាក់នេះមិនសូវត្រជាក់ ប្រើអគ្គិសនីច្រើន,Negative
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative
អាជ្ញាធរខណ្ឌមានជ័យបន្តចុះប្រមូលជនអនាថា,Neutral
ប្រជាពលរដ្ឋនិយមត្រីលិញយកទៅខ,Positive
ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive
ស្តាប់នៅតែពិរោះមិនសាបសូន្យ,Positive
ក្រុមអ្នកសង្កេតការណ៍ត្រួតពិនិត្យបទឈប់បាញ់,Neutral
ប្រើវត្ថុធាតុដើមក្នុងស្រុកសម្រាប់ចំណីមាន់,Positive
ថតបានស្អាតចម្រៀងពិរោះប៉ុន្តែយ៉ាប់ត្រង់មានឡាបូបូធ្វើឲ្យទាញតម្លៃបទចម្រៀងធ្លាក់ចុះ,Positive
មានមេពូជនិងឈ្មោលបង្កាត់ពូជ,Neutral
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
អំបិលត្រូវបានចាត់ទុកជាទំនិញយុទ្ធសាស្រ្ត,Neutral
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive
មនុស្សខ្លះដាក់អន្ទាក់ដើម្បីចាប់កណ្ដុរប្រែង,Neutral
ការចាក់សម្លេងមានបញ្ហា។,Negative
ពាក្យ Startup មានន័យថាធុរកិច្ចថ្មី,Neutral
ការដឹកជញ្ជូនយឺត។,Negative
ការសម្តែងរបស់តារាចម្រៀងនេះអស្ចារ្យណាស់,Positive
ថៅកែរោងចក្រជាជនជាតិចិន,Neutral
លោកបានជួបប្រធានាធិបតីនិងនាយករដ្ឋមន្ត្រីជាច្រើន,Neutral
អ្នកប្រើប្រាស់និយមទិញកាន់តែច្រើន,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ការអនុវត្តច្បាប់ធ្វើឲ្យមានការព្រួយបារម្ភ,Negative
ពាក្យ Startup មានន័យថាធុរកិច្ចថ្មី,Neutral
ផលិតផលមិនទាន់គុណភាព,Positive
កីឡាជាទូតនាំមកមិត្តភាព,Positive
គុណភាពពោតថយចុះពីឆ្នាំមុន,Negative
ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
មានការចូលរួមពិព័រណ៍ការងារ,Positive
លោកកេតម៉ៅជាអភិបាលនៃគណៈអភិបាលស្រុកត្រាំកក់,Neutral
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive
អ្នក​គាំទ្រ​ទូទាំង​តំបន់​មាន​ខឹង​សម្បារ​យ៉ាង​ខ្លាំង,Negative
ចៅក្រម​មិន​ឲ្យ​ពិន្ទុ​សោះ,Negative
Rate8.5/10 ល្អមើល តែអត់យល់មិចបានគេយំ តែបើសិនជាយករឿងញុមមកសម្ដែងប្រហែលយំខ្លាំងជាងនឹងទៅទៀត,Positive
Startup ស្វែងរកអ្នកវិនិយោគ,Neutral
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative
សង្សារទុំសុំបែកហើយស្តាប់បត់និង,Negative
ភាពយន្តនេះធុញទ្រាន់។,Negative
ផលិតផលមិនទាន់គុណភាព,Positive
បទឈប់បាញ់ចាប់ផ្តើមថ្ងៃទី១៣ធ្នូ,Neutral
គាត់ប្រើទូភ្ញាស់ស្វ័យប្រវត្តិ,Neutral
សម្លៀកបំពាក់គុណភាពអន់ ថ្លៃហើយរែកលុយមួយខែ,Negative
លោកគីមជុងអ៊ុនត្រួតពិនិត្យការដ្ឋានសាងសង់នាវាមុជទឹក,Neutral
ស្ថានភាពវិស័យទេសចរណ៍កម្ពុជាចុងឆ្នាំនេះមានការប្រែប្រួល,Neutral
សេវាកម្មបង់វិក្កយបត្រមានភាពស្មុគស្មាញ ចំណាយពេលច្រើន,Negative
ក្រសួងកសិកម្មអនុញ្ញាតឱ្យចុះបញ្ជីចម្ការ,Neutral
ប្រតិបត្តិការប្រមូលធ្វើឡើងជាបន្តបន្ទាប់,Neutral
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative
តម្លៃស្ពៃក្រញាញ់ធ្លាក់ចុះយ៉ាងគំហុក,Negative
ខ្ញុំចូលចិត្តវា,Positive
ស្ថានការណ៍ត្រូវបានតាមដានជិតស្និទ្ធ,Neutral
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative
